3.540990948677062988e-01	3.227922916412353516e-01	3.881491184234619141e+00	3.852801799774169922e+00	3.786901235580444336e-01	3.839652776718139648e+00	3.243597149848937988e-01	7.649055004119873047e+00	3.849700927734375000e+00	3.884585857391357422e+00
3.363721370697021484e-01	3.036350011825561523e-01	7.572141170501708984e+00	3.812451362609863281e+00	3.595364689826965332e-01	3.799786090850830078e+00	3.052920699119567871e-01	3.846901893615722656e+00	3.809908628463745117e+00	3.844410657882690430e+00
3.012052774429321289e+00	5.845679283142089844e+00	2.834593653678894043e-01	2.138470411300659180e-01	2.988447904586791992e+00	3.116198182106018066e-01	2.962388515472412109e+00	2.611158490180969238e-01	3.402341008186340332e-01	3.897532820701599121e-01
6.160598278045654297e+00	3.013914346694946289e+00	2.664274871349334717e-01	1.929150372743606567e-01	3.063813924789428711e+00	2.945663332939147949e-01	3.035863637924194336e+00	2.427107691764831543e-01	3.244775533676147461e-01	3.753854930400848389e-01
2.969231128692626953e+00	2.900163412094116211e+00	2.775918245315551758e-01	2.085757553577423096e-01	5.869300365447998047e+00	3.049621582031250000e-01	2.919771671295166016e+00	2.554407715797424316e-01	3.334147930145263672e-01	3.823728263378143311e-01
2.988777399063110352e+00	5.796758651733398438e+00	2.798972427845001221e-01	2.106512337923049927e-01	2.964926004409790039e+00	3.077668249607086182e-01	2.938938140869140625e+00	2.576676309108734131e-01	3.361855745315551758e-01	3.853601515293121338e-01
2.559130668640136719e+00	2.497907876968383789e+00	2.613230943679809570e-01	2.016413509845733643e-01	5.057365894317626953e+00	2.843952775001525879e-01	2.515161991119384766e+00	2.423220127820968628e-01	3.090161383152008057e-01	3.515847623348236084e-01
3.710711896419525146e-01	3.455286622047424316e-01	3.674692153930664062e+00	3.648622989654541016e+00	3.966530859470367432e-01	3.636497735977172852e+00	3.464034795761108398e-01	3.679977655410766602e+00	3.645602226257324219e+00	7.265475749969482422e+00
3.635546863079071045e-01	3.339523375034332275e-01	3.662013053894042969e+00	3.634559154510498047e+00	3.866858780384063721e-01	7.155605792999267578e+00	3.355944454669952393e-01	3.666906356811523438e+00	3.632411956787109375e+00	3.665952205657958984e+00
3.607775270938873291e-01	3.317036628723144531e-01	3.809353113174438477e+00	3.781565189361572266e+00	3.859837055206298828e-01	3.769198179244995117e+00	3.331687152385711670e-01	3.814514636993408203e+00	3.778783321380615234e+00	7.517393589019775391e+00
5.505595684051513672e+00	2.685218572616577148e+00	2.071417868137359619e-01	1.386042833328247070e-01	2.733203649520874023e+00	2.308216094970703125e-01	2.706536769866943359e+00	1.848675608634948730e-01	2.585147321224212646e-01	3.042507171630859375e-01
2.887803316116333008e+00	2.815638065338134766e+00	2.482293248176574707e-01	1.794472634792327881e-01	2.862022876739501953e+00	2.743595540523529053e-01	5.646128177642822266e+00	2.260386347770690918e-01	3.023975491523742676e-01	3.499878942966461182e-01
3.714858293533325195e-01	3.432786166667938232e-01	3.829454660415649414e+00	3.801978588104248047e+00	3.974294662475585938e-01	3.789434909820556641e+00	3.446315526962280273e-01	3.834723949432373047e+00	3.798931598663330078e+00	7.561624526977539062e+00
6.065114021301269531e+00	2.959954261779785156e+00	2.345471531152725220e-01	1.598317474126815796e-01	3.011900901794433594e+00	2.611989974975585938e-01	2.983017683029174805e+00	2.103039026260375977e-01	2.913959920406341553e-01	3.416067957878112793e-01
2.912776470184326172e+00	5.640952110290527344e+00	2.537150979042053223e-01	1.846904456615447998e-01	2.887671470642089844e+00	2.803490757942199707e-01	2.861582994461059570e+00	2.314492315053939819e-01	3.085407018661499023e-01	3.564798533916473389e-01
3.514159917831420898e-01	3.201788067817687988e-01	3.859605312347412109e+00	3.830964565277099609e+00	3.757718801498413086e-01	7.531970024108886719e+00	3.217104077339172363e-01	3.864782571792602539e+00	3.827881813049316406e+00	3.862639427185058594e+00
3.618142008781433105e-01	3.304444551467895508e-01	3.933201789855957031e+00	3.904011964797973633e+00	3.870109617710113525e-01	3.891156673431396484e+00	3.320865631103515625e-01	3.938297033309936523e+00	3.901122093200683594e+00	7.758506298065185547e+00
3.632676899433135986e-01	3.310880362987518311e-01	3.987470626831054688e+00	3.958001136779785156e+00	3.885323405265808105e-01	3.944543361663818359e+00	3.326922655105590820e-01	7.855456352233886719e+00	3.954848527908325195e+00	3.990636587142944336e+00
3.741824924945831299e-01	3.415256440639495850e-01	4.076402664184570312e+00	7.937857627868652344e+00	4.003007709980010986e-01	4.032766819000244141e+00	3.433103561401367188e-01	4.081693649291992188e+00	4.043154716491699219e+00	4.079664230346679688e+00
2.925160884857177734e+00	2.851219177246093750e+00	2.409499883651733398e-01	1.705117970705032349e-01	5.774108886718750000e+00	2.671897113323211670e-01	2.871780633926391602e+00	2.181615680456161499e-01	2.959231734275817871e-01	3.440781235694885254e-01
3.830429315567016602e-01	3.563101291656494141e-01	3.828738689422607422e+00	3.801630258560180664e+00	4.098197817802429199e-01	3.789256811141967773e+00	3.574641346931457520e-01	3.834232807159423828e+00	3.798652648925781250e+00	7.564661502838134766e+00
